keyword,scope,avg_monthly_searches,competition,competition_index,low_bid_usd,high_bid_usd,cluster
haverhill birthstone ring,expansion,140,HIGH,88,1.48,4.51,birthstone
infant birthstone earrings,expansion,140,HIGH,100,0.37,1.58,birthstone
couple birthstone rings personalized,expansion,140,HIGH,100,0.73,1.66,birthstone
blue topaz pendant silver,expansion,140,HIGH,100,0.55,2.29,birthstone
blue topaz silver earrings,expansion,140,HIGH,100,0.39,2.27,birthstone
november birthstone jewellery set,expansion,140,HIGH,100,0.36,1.94,birthstone
gold birthstone jewellery,expansion,140,HIGH,100,1.08,4.02,birthstone
kendra scott birthstone necklace september,expansion,140,HIGH,100,0.64,1.98,birthstone
mens november birthstone rings,expansion,140,HIGH,100,0.46,1.37,birthstone
breast milk ring with birthstone,expansion,140,HIGH,100,0.36,1.48,birthstone
kendra scott september birthstone necklace,expansion,140,HIGH,100,0.64,1.98,birthstone
birthstone watch,expansion,140,HIGH,81,0.46,2.51,birthstone
teddy bear birthstone necklace,expansion,140,HIGH,87,0.0,0.0,birthstone
yellow topaz earrings studs,expansion,140,HIGH,100,0.47,2.47,birthstone
december birthstone gift,expansion,140,HIGH,100,0.44,1.53,birthstone
may and june birthstone ring,expansion,140,HIGH,100,0.63,1.61,birthstone
november birthstone mens ring,expansion,140,HIGH,100,0.46,1.37,birthstone
february birthstone mens ring,expansion,140,HIGH,98,0.44,1.28,birthstone
james avery cherished birthstone ring,expansion,140,HIGH,77,0.0,0.0,birthstone
helzberg diamonds birthstone rings,expansion,140,HIGH,92,0.61,2.58,birthstone
tiffany and co birthstone,expansion,140,HIGH,100,0.87,6.31,birthstone
mothers ring names,expansion,140,HIGH,84,0.52,2.19,birthstone
men's february birthstone rings,expansion,140,HIGH,98,0.44,1.28,birthstone
claire's birthstone earrings,expansion,140,HIGH,98,0.36,2.89,birthstone
birth month jewellery,expansion,140,HIGH,100,0.95,2.59,birthstone
december birthstone james avery,expansion,140,HIGH,79,0.05,0.52,birthstone
emerald cut blue topaz pendant,expansion,140,HIGH,100,0.0,0.0,birthstone
london blue topaz earrings silver,expansion,140,HIGH,100,0.0,0.0,birthstone
fred meyer jewelers birthstone rings,expansion,140,LOW,0,0.0,0.0,birthstone
sterling silver birthstone pendant,expansion,140,HIGH,100,0.76,2.42,birthstone
hidden birthstone engagement ring,expansion,140,HIGH,100,1.56,5.24,birthstone
square blue topaz earrings,expansion,140,HIGH,99,0.49,2.6,birthstone
october birthstone gold ring,expansion,140,HIGH,100,0.7,2.5,birthstone
leafael necklace,expansion,140,HIGH,100,0.15,1.28,birthstone
james avery december birthstone,expansion,140,HIGH,79,0.05,0.52,birthstone
october birthstone wedding band,expansion,140,HIGH,100,0.67,2.3,birthstone
original december birthstone,expansion,140,HIGH,78,0.15,1.01,birthstone
gold october birthstone rings,expansion,140,HIGH,100,0.7,2.5,birthstone
brown birthstone,expansion,140,HIGH,97,0.06,0.72,birthstone
red birthstone month,expansion,140,HIGH,68,0.06,0.46,birthstone
mens birthstone rings february,expansion,140,HIGH,98,0.44,1.28,birthstone
heart birthstone pendant,expansion,140,HIGH,98,0.97,4.63,birthstone
birthstone family & mother's necklace,expansion,140,HIGH,80,0.0,0.0,birthstone
light amethyst rings,expansion,140,HIGH,100,0.53,1.91,birthstone
kendra scott birthstone necklace november,expansion,140,HIGH,100,0.58,2.47,birthstone
mother birthstone heart necklace,expansion,140,HIGH,100,0.73,2.89,birthstone
birthstones near me,expansion,140,HIGH,80,0.73,3.28,birthstone
birthstones for the months of the year,expansion,140,HIGH,100,0.06,0.56,birthstone
teddy bear necklace with birthstone,expansion,140,HIGH,87,0.0,0.0,birthstone
10kt gold birthstone ring,expansion,140,HIGH,100,0.26,1.78,birthstone
all august birthstones,expansion,140,LOW,22,0.0,0.0,birthstone
all september birthstones,expansion,140,HIGH,98,0.0,0.0,birthstone
birth rings month,expansion,140,HIGH,100,1.02,2.88,birthstone
birthstone diamond month,expansion,140,MEDIUM,58,0.07,0.74,birthstone
birthstone earrings claire's,expansion,140,HIGH,98,0.36,2.89,birthstone
birthstone ring pandora june,expansion,140,HIGH,100,0.29,0.69,birthstone
february birthstone ring for men,expansion,140,HIGH,98,0.44,1.28,birthstone
february pandora birthstone ring,expansion,140,HIGH,99,0.43,0.82,birthstone
mom heart birthstone necklace,expansion,140,HIGH,100,0.73,2.89,birthstone
name of august birthstone,expansion,140,HIGH,92,0.06,0.94,birthstone
pandora birthstone june ring,expansion,140,HIGH,100,0.29,0.69,birthstone
pandora birthstone ring for june,expansion,140,HIGH,100,0.29,0.69,birthstone
pandora feb birthstone ring,expansion,140,HIGH,99,0.43,0.82,birthstone
pandora ring february birthstone,expansion,140,HIGH,99,0.43,0.82,birthstone
pandora ring january birthstone,expansion,140,HIGH,100,0.38,1.03,birthstone
pandora ring july birthstone,expansion,140,HIGH,100,0.39,0.69,birthstone
personalized birthstone couples ring,expansion,140,HIGH,100,0.73,1.66,birthstone
quartz birthstone month,expansion,140,LOW,28,0.0,0.0,birthstone
silver and blue topaz necklace,expansion,140,HIGH,100,0.73,3.61,birthstone
unique mother's rings 5 stones,expansion,140,HIGH,100,0.31,1.99,birthstone
virgo stone ring,expansion,140,HIGH,100,0.55,2.67,birthstone
citrine and diamond necklace,expansion,140,HIGH,100,1.0,5.04,warm_stones
citrine diamond necklace,expansion,140,HIGH,100,1.0,5.04,warm_stones
citrine and diamond engagement ring,expansion,140,HIGH,100,1.21,4.55,warm_stones
tigers eye signet ring,expansion,140,HIGH,100,0.71,1.96,warm_stones
kendra scott citrine,expansion,140,HIGH,100,0.75,2.53,warm_stones
pear shaped citrine ring,expansion,140,HIGH,100,0.36,1.51,warm_stones
citrine heart ring,expansion,140,HIGH,100,0.35,13.0,warm_stones
citrine diamond engagement ring,expansion,140,HIGH,100,1.21,4.55,warm_stones
citrine bead bracelet,expansion,140,HIGH,99,0.4,1.89,warm_stones
citrine pinky ring,expansion,140,HIGH,100,0.34,1.39,warm_stones
diamond and citrine necklace,expansion,140,HIGH,100,1.0,5.04,warm_stones
vca tiger eye bracelet,expansion,140,HIGH,100,1.29,14.24,warm_stones
vintage citrine cocktail ring,expansion,140,HIGH,100,0.0,0.0,warm_stones
citrine and blue topaz ring,expansion,140,HIGH,100,0.71,2.26,warm_stones
carnelian choker,expansion,140,HIGH,97,0.4,1.0,warm_stones
pandora citrine ring,expansion,140,HIGH,87,0.69,1.2,warm_stones
citrine and pearl ring,expansion,140,HIGH,100,0.39,2.2,warm_stones
square citrine ring,expansion,140,HIGH,100,0.0,0.0,warm_stones
3 stone citrine ring,expansion,140,HIGH,99,0.49,1.98,warm_stones
etsy carnelian necklace,expansion,140,HIGH,90,0.01,0.71,warm_stones
peridot and citrine,expansion,140,HIGH,100,0.0,0.0,warm_stones
citrine square ring,expansion,140,HIGH,100,0.0,0.0,warm_stones
citrine gem ring,expansion,140,HIGH,100,0.9,3.34,warm_stones
madeira citrine pendant,expansion,140,HIGH,75,0.0,0.0,warm_stones
blue topaz for november birthstone,expansion,140,HIGH,100,0.44,1.53,warm_stones
carnelian agate ring,expansion,140,MEDIUM,65,0.0,0.0,warm_stones
carnelian bangle bracelet,expansion,140,HIGH,93,0.26,0.87,warm_stones
carnelian necklace sterling silver,expansion,140,HIGH,99,0.42,1.13,warm_stones
carnelian sterling silver necklace,expansion,140,HIGH,99,0.42,1.13,warm_stones
carnelian stone earrings,expansion,140,HIGH,96,0.52,1.84,warm_stones
citrine bracelet for wealth,expansion,140,HIGH,92,0.0,0.0,warm_stones
red tiger eye ring,expansion,140,HIGH,88,0.26,0.68,warm_stones
sterling silver carnelian necklace,expansion,140,HIGH,99,0.42,1.13,warm_stones
tiffany and co citrine ring,expansion,140,HIGH,100,0.36,2.1,warm_stones
tiger eye crystal ring,expansion,140,HIGH,78,0.0,0.0,warm_stones
tiger eye heart pendant,expansion,140,HIGH,100,0.27,0.9,warm_stones
tiger eye jewelry for women,expansion,140,HIGH,100,0.37,1.76,warm_stones
tiger necklace pendants,expansion,140,HIGH,100,0.34,1.85,warm_stones
trillion cut citrine ring,expansion,140,HIGH,99,0.0,0.0,warm_stones
vintage alhambra pendant carnelian,expansion,140,HIGH,100,0.0,0.0,warm_stones
morganite engagement ring set,expansion,110,HIGH,100,0.93,3.55,gemstone
custom sapphire ring,expansion,110,HIGH,100,1.44,7.0,gemstone
lab created emerald cut diamond ring,expansion,110,HIGH,100,1.01,5.23,gemstone
grandmother jewelry with birthstones,expansion,110,HIGH,100,0.78,3.45,gemstone
alexandrite rings for sale,expansion,110,HIGH,100,0.44,2.09,gemstone
moonstone engagement ring set,expansion,110,HIGH,100,0.61,2.5,gemstone
buy emerald ring,expansion,110,HIGH,100,1.29,5.27,gemstone
real opal engagement ring,expansion,110,HIGH,100,0.63,2.17,gemstone
teal montana sapphire ring,expansion,110,HIGH,100,0.78,2.84,gemstone
real aquamarine necklace,expansion,110,HIGH,100,0.73,2.86,gemstone
john hardy sapphire bracelet,expansion,110,HIGH,100,0.46,2.0,gemstone
peach morganite engagement ring,expansion,110,HIGH,100,0.91,3.74,gemstone
peacock sapphire engagement ring,expansion,110,HIGH,100,0.8,2.86,gemstone
buy moissanite,expansion,110,HIGH,100,0.7,2.44,gemstone
blue stone pendant,expansion,110,HIGH,100,0.44,2.72,gemstone
pear sapphire ring,expansion,110,HIGH,100,0.78,2.87,gemstone
sapphire engagement ring set,expansion,110,HIGH,100,1.14,3.84,gemstone
raw moonstone ring,expansion,110,HIGH,100,0.44,1.65,gemstone
blue topaz cocktail ring,expansion,110,HIGH,99,0.59,2.77,gemstone
emerald gemstone necklace,expansion,110,HIGH,100,1.17,4.45,gemstone
blue topaz studs,expansion,110,HIGH,100,0.85,4.13,gemstone
champagne sapphire ring,expansion,110,HIGH,100,0.72,2.33,gemstone
emerald gem engagement rings,expansion,110,HIGH,100,1.66,4.25,gemstone
heart shaped sapphire ring,expansion,110,HIGH,100,0.65,2.7,gemstone
moissanite stone price,expansion,110,HIGH,100,0.24,1.06,gemstone
opal stone engagement ring,expansion,110,HIGH,100,0.93,3.07,gemstone
blue topaz promise ring,expansion,110,HIGH,100,0.78,2.21,gemstone
morganite pear engagement ring,expansion,110,HIGH,100,1.28,6.68,gemstone
genuine aquamarine ring,expansion,110,HIGH,100,0.55,1.84,gemstone
james allen emerald rings,expansion,110,HIGH,97,3.9,50.0,gemstone
cushion cut morganite ring,expansion,110,HIGH,100,0.78,4.54,gemstone
oval moss agate engagement ring,expansion,110,HIGH,100,0.87,3.29,gemstone
morganite and diamond engagement ring,expansion,110,HIGH,100,0.79,5.71,gemstone
pear shaped opal engagement ring,expansion,110,HIGH,100,1.26,3.3,gemstone
topaz promise ring,expansion,110,HIGH,100,0.73,2.16,gemstone
sapphire engagement,expansion,110,HIGH,100,1.03,4.11,gemstone
lab created pink sapphire ring,expansion,110,HIGH,98,0.62,2.28,gemstone
white topaz bracelet,expansion,110,HIGH,100,0.4,2.52,gemstone
blue sapphire studs,expansion,110,HIGH,100,1.28,4.91,gemstone
emerald green promise ring,expansion,110,HIGH,100,0.84,2.51,gemstone
gemstone wedding sets,expansion,110,HIGH,100,0.56,2.28,gemstone
moonstone crystal necklace,expansion,110,HIGH,100,0.38,1.03,gemstone
teardrop emerald ring,expansion,110,HIGH,100,0.67,3.11,gemstone
square sapphire engagement rings,expansion,110,HIGH,100,2.14,6.97,gemstone
yellow sapphire eternity ring,expansion,110,HIGH,100,0.86,4.05,gemstone
emerald statement ring,expansion,110,HIGH,100,0.56,3.48,gemstone
round sapphire ring,expansion,110,HIGH,100,0.75,2.2,gemstone
14k yellow gold sapphire and diamond ring,expansion,110,HIGH,100,0.67,2.11,gemstone
effy tanzanite,expansion,110,HIGH,100,0.19,1.04,gemstone
2 carat white sapphire ring,expansion,110,HIGH,100,0.55,2.24,gemstone
aquamarine choker,expansion,110,HIGH,100,0.6,2.28,gemstone
2 carat aquamarine ring,expansion,110,HIGH,100,0.62,2.22,gemstone
mint sapphire engagement ring,expansion,110,HIGH,100,1.32,5.27,gemstone
australian sapphire engagement ring,expansion,110,HIGH,100,1.11,3.49,gemstone
morganite wedding ring set,expansion,110,HIGH,100,0.55,2.46,gemstone
blue zircon engagement ring,expansion,110,HIGH,100,1.03,3.37,gemstone
raw opal ring,expansion,110,HIGH,100,0.36,1.36,gemstone
real tanzanite rings,expansion,110,HIGH,100,0.49,2.14,gemstone
red garnet earrings,expansion,110,HIGH,100,0.41,2.46,gemstone
blue topaz band,expansion,110,HIGH,100,0.56,2.61,gemstone
peridot stone bracelet,expansion,110,HIGH,100,0.32,1.48,gemstone
natural yellow sapphire ring,expansion,110,HIGH,100,0.71,2.07,gemstone
black gold emerald ring,expansion,110,HIGH,100,0.88,2.57,gemstone
raw sapphire necklace,expansion,110,HIGH,100,0.43,2.48,gemstone
engagement ring stones other than diamonds,expansion,110,HIGH,100,0.47,2.21,gemstone
green stone pendant,expansion,110,HIGH,100,0.42,1.92,gemstone
topaz cocktail ring,expansion,110,HIGH,100,0.55,2.74,gemstone
square cut sapphire ring,expansion,110,HIGH,100,0.96,7.48,gemstone
moonstone and diamond engagement ring,expansion,110,HIGH,100,0.68,2.62,gemstone
ruby stone bracelet,expansion,110,HIGH,100,0.51,3.01,gemstone
multi sapphire ring,expansion,110,HIGH,100,0.96,3.22,gemstone
neopolitan opal,expansion,110,HIGH,100,0.95,2.84,gemstone
oval cut emerald ring,expansion,110,HIGH,100,1.07,5.05,gemstone
peacock tanzanite,expansion,110,HIGH,98,0.0,0.0,gemstone
crystal stone bracelet,expansion,110,HIGH,100,0.44,1.99,gemstone
labradorite crystal necklace,expansion,110,HIGH,100,0.49,1.44,gemstone
malachite crystal necklace,expansion,110,HIGH,95,0.35,1.16,gemstone
onyx stone bracelet,expansion,110,HIGH,100,0.37,2.33,gemstone
wholesale gemstone rings,expansion,110,HIGH,100,0.62,3.84,gemstone
6 carat emerald ring,expansion,110,HIGH,100,1.04,3.73,gemstone
18k gold sapphire ring,expansion,110,HIGH,100,0.97,3.54,gemstone
emerald cut green sapphire ring,expansion,110,HIGH,100,0.91,3.17,gemstone
moonstone diamond engagement ring,expansion,110,HIGH,100,0.68,2.62,gemstone
aquamarine pear ring,expansion,110,HIGH,100,0.83,3.39,gemstone
5 carat aquamarine ring,expansion,110,HIGH,100,0.56,3.15,gemstone
anxiety crystal bracelet,expansion,110,HIGH,76,0.0,0.0,gemstone
yellow tanzanite,expansion,110,HIGH,94,0.42,1.05,gemstone
real malachite necklace,expansion,110,HIGH,100,0.43,1.36,gemstone
heart shaped garnet ring,expansion,110,HIGH,100,0.41,0.85,gemstone
aquarius birthstone ring,expansion,110,HIGH,100,0.47,3.21,gemstone
welo opal ring,expansion,110,HIGH,100,0.21,1.59,gemstone
dark emerald ring,expansion,110,HIGH,100,0.96,6.91,gemstone
green quartz necklace,expansion,110,HIGH,100,0.28,1.07,gemstone
green amethyst pendant,expansion,110,HIGH,100,0.33,1.53,gemstone
raw moonstone necklace,expansion,110,HIGH,100,0.33,1.14,gemstone
tiffany opal ring,expansion,110,HIGH,100,0.63,3.35,gemstone
yellow stone bracelet,expansion,110,HIGH,100,0.38,1.57,gemstone
amethyst halo ring,expansion,110,HIGH,98,0.55,3.0,gemstone
synthetic opal ring,expansion,110,HIGH,100,0.36,1.82,gemstone
4 carat sapphire,expansion,110,HIGH,100,0.6,1.61,gemstone
rainbow opal ring,expansion,110,HIGH,100,0.45,1.67,gemstone
rectangle sapphire ring,expansion,110,HIGH,100,0.89,2.57,gemstone
real citrine jewelry,expansion,110,HIGH,100,0.38,1.51,gemstone
orange stone earrings,expansion,110,HIGH,100,0.17,1.09,gemstone
emerald ring set,expansion,110,HIGH,100,0.8,3.59,gemstone
natural blue sapphire stone,expansion,110,HIGH,100,0.84,3.4,gemstone
hexagon sapphire ring,expansion,110,HIGH,100,0.78,3.75,gemstone
fire topaz ring,expansion,110,HIGH,100,0.47,1.37,gemstone
dark green emerald ring,expansion,110,HIGH,100,0.71,2.57,gemstone
natural alexandrite for sale,expansion,110,HIGH,100,0.51,1.67,gemstone
white zircon ring,expansion,110,HIGH,100,0.68,1.56,gemstone
cheap birthstone rings,expansion,110,HIGH,100,0.32,1.57,gemstone
square stone ring,expansion,110,HIGH,99,0.0,0.0,gemstone
baguette stone ring,expansion,110,HIGH,100,0.42,3.73,gemstone
carnelian engagement ring,expansion,110,HIGH,100,0.7,2.64,gemstone
galaxy opal ring,expansion,110,HIGH,100,0.66,1.86,gemstone
jasper stone bracelet,expansion,110,HIGH,100,0.26,1.8,gemstone
natural turquoise beads,expansion,110,HIGH,100,0.28,1.14,gemstone
black opal wedding band,expansion,110,HIGH,100,1.01,2.59,gemstone
teardrop aquamarine ring,expansion,110,HIGH,100,0.86,3.21,gemstone
jasper stone necklace,expansion,110,HIGH,100,0.41,1.49,gemstone
sapphire for men,expansion,110,HIGH,100,0.47,1.99,gemstone
garnet crystal bracelet,expansion,110,HIGH,99,0.53,1.37,gemstone
pink morganite stone,expansion,110,HIGH,100,0.23,2.01,gemstone
morganite stone price,expansion,110,HIGH,100,0.13,1.07,gemstone
real birthstones,expansion,110,HIGH,100,0.16,1.16,gemstone
natural gemstone earrings,expansion,110,HIGH,100,0.63,1.79,gemstone
modern opal ring,expansion,110,HIGH,100,0.67,1.74,gemstone
7 chakra stones bracelet,expansion,110,HIGH,100,0.3,1.05,gemstone
grey sapphire ring,expansion,110,HIGH,100,0.58,2.62,gemstone
trillion cut sapphire,expansion,110,HIGH,100,0.65,3.49,gemstone
semi precious stones for jewelry making,expansion,110,HIGH,99,0.3,0.8,gemstone
blue green moissanite,expansion,110,HIGH,100,0.65,1.81,gemstone
raw emerald bracelet,expansion,110,HIGH,95,1.03,2.3,gemstone
natural morganite,expansion,110,HIGH,100,0.65,2.79,gemstone
blue stone jewelry name,expansion,110,HIGH,100,0.25,1.16,gemstone
orange opal ring,expansion,110,HIGH,100,0.38,1.55,gemstone
rings made of stone,expansion,110,HIGH,100,0.42,1.62,gemstone
multicolor stone bracelet,expansion,110,HIGH,100,0.46,1.91,gemstone
ruby stone ring for men,expansion,110,HIGH,100,0.51,1.69,gemstone
silver gemstone jewellery,expansion,110,HIGH,100,0.62,1.64,gemstone
2 stone ring design,expansion,110,HIGH,100,0.62,2.89,gemstone
morganite birthstone,expansion,110,HIGH,87,0.0,0.0,gemstone
blue sapphire and emerald ring,expansion,110,HIGH,100,0.58,1.83,gemstone
women opal engagement ring,expansion,110,HIGH,100,0.95,2.78,gemstone
1 carat blue sapphire,expansion,110,HIGH,100,0.71,3.06,gemstone
green aquamarine ring,expansion,110,HIGH,100,0.35,2.79,gemstone
crystal bracelets for protection,expansion,110,HIGH,100,0.43,1.4,gemstone
natural blue zircon ring,expansion,110,HIGH,98,0.33,1.58,gemstone
protection stone bracelet,expansion,110,HIGH,100,0.51,1.61,gemstone
chunky stone rings,expansion,110,HIGH,100,0.27,0.79,gemstone
natural stone band rings,expansion,110,HIGH,100,0.4,1.58,gemstone
blue goldstone bracelet,expansion,110,HIGH,100,0.22,0.85,gemstone
raw peridot ring,expansion,110,HIGH,100,0.38,1.45,gemstone
stone dangle earrings,expansion,110,HIGH,100,0.35,1.18,gemstone
gold stone pendant,expansion,110,HIGH,99,0.38,2.08,gemstone
raw amethyst bracelet,expansion,110,HIGH,87,0.0,0.0,gemstone
sky blue sapphire,expansion,110,HIGH,100,0.85,9.5,gemstone
charoite pendant,expansion,110,HIGH,100,0.16,0.83,gemstone
phosphosiderite bracelet,expansion,110,HIGH,100,0.51,1.38,gemstone
natural citrine pendant,expansion,110,HIGH,100,0.41,1.92,gemstone
malachite stone ring,expansion,110,HIGH,100,0.36,1.1,gemstone
gia certified alexandrite ring,expansion,110,HIGH,100,0.78,5.0,gemstone
citrine and garnet,expansion,110,HIGH,100,0.33,1.42,gemstone
natural aquamarine bracelet,expansion,110,HIGH,85,0.0,0.0,gemstone
white sapphire diamond,expansion,110,HIGH,100,0.73,2.18,gemstone
opal ring price,expansion,110,HIGH,97,0.24,1.76,gemstone
alexandrite ring price,expansion,110,HIGH,100,0.38,1.69,gemstone
mint green tourmaline,expansion,110,HIGH,100,0.44,1.86,gemstone
blue morganite,expansion,110,HIGH,89,0.0,0.0,gemstone
zircon gold ring,expansion,110,HIGH,100,0.3,1.66,gemstone
black rutilated quartz bracelet,expansion,110,HIGH,100,0.28,1.04,gemstone
7 chakra bracelet stones,expansion,110,HIGH,100,0.3,1.05,gemstone
raw citrine earrings,expansion,110,MEDIUM,47,1.92,5.17,gemstone
crystal anxiety bracelet,expansion,110,HIGH,100,0.38,1.23,gemstone
natural alexandrite bracelet,expansion,110,HIGH,100,0.37,1.52,gemstone
black onyx for men,expansion,110,HIGH,100,0.32,1.36,gemstone
peridot gemstone price,expansion,110,HIGH,93,0.33,0.76,gemstone
natural gemstone pendants,expansion,110,HIGH,97,0.38,1.02,gemstone
white stone gold ring,expansion,110,HIGH,100,0.0,0.0,gemstone
emerald topaz,expansion,110,HIGH,95,0.0,0.0,gemstone
color of aquamarine,expansion,110,HIGH,90,0.28,1.22,gemstone
spinel diamond,expansion,110,HIGH,79,0.31,1.93,gemstone
golden healer quartz bracelet,expansion,110,HIGH,93,0.57,1.5,gemstone
certified natural alexandrite,expansion,110,HIGH,87,0.45,1.82,gemstone
raw turquoise pendant,expansion,110,HIGH,100,0.26,1.1,gemstone
big stone pendant,expansion,110,HIGH,100,0.31,1.29,gemstone
green topaz stone,expansion,110,HIGH,99,0.2,0.79,gemstone
druzy quartz ring,expansion,110,HIGH,100,0.26,2.11,gemstone
blue marble stone jewelry,expansion,110,MEDIUM,63,0.0,0.0,gemstone
fossil coral bracelet,expansion,110,MEDIUM,61,0.0,0.0,gemstone
green aqeeq stone,expansion,110,HIGH,85,0.0,0.0,gemstone
handmade natural stone earrings,expansion,110,MEDIUM,55,0.0,0.0,gemstone
mens natural stone rings,expansion,110,HIGH,100,0.22,1.1,gemstone
mood stone colours,expansion,110,HIGH,90,0.17,0.51,gemstone
natural black opal gemstone,expansion,110,HIGH,100,0.23,1.17,gemstone
natural pink topaz jewelry,expansion,110,HIGH,94,0.0,0.0,gemstone
natural pink topaz ring,expansion,110,HIGH,100,0.0,0.0,gemstone
natural stone rings for women,expansion,110,HIGH,100,0.48,1.42,gemstone
pink marble bracelet,expansion,110,HIGH,83,0.0,0.0,gemstone
pink topaz stone,expansion,110,HIGH,100,0.25,1.98,gemstone
rainforest jasper bracelet,expansion,110,HIGH,80,0.0,0.0,gemstone
raw amethyst jewellery,expansion,110,HIGH,93,0.0,0.0,gemstone
raw quartz bracelet,expansion,110,LOW,33,0.0,0.0,gemstone
real alexandrite birthstone,expansion,110,HIGH,99,0.69,2.16,gemstone
sapphire green color,expansion,110,HIGH,88,0.0,0.0,gemstone
yellow aqeeq,expansion,110,MEDIUM,53,0.0,0.0,gemstone
kays birthstone necklace,expansion,110,HIGH,100,0.22,1.5,birthstone
mothers necklace 4 stones,expansion,110,HIGH,100,0.72,3.57,birthstone
birthstone necklace for wife,expansion,110,HIGH,100,2.04,14.58,birthstone
mothers day rings 5 stones,expansion,110,HIGH,100,0.47,2.38,birthstone
birthstone rings for mom stackable,expansion,110,HIGH,100,0.75,3.01,birthstone
birth necklace for mom,expansion,110,HIGH,100,0.86,2.87,birthstone
birthstone necklaces for her,expansion,110,HIGH,68,0.77,6.99,birthstone
blue topaz necklace white gold,expansion,110,HIGH,100,0.65,2.46,birthstone
birthstone necklace for mom 4 stones,expansion,110,HIGH,100,1.61,10.55,birthstone
nana necklace with birthstones,expansion,110,HIGH,100,0.46,2.26,birthstone
10 stone mothers ring,expansion,110,HIGH,100,0.36,2.22,birthstone
custom name necklace with birthstone,expansion,110,HIGH,100,0.85,3.62,birthstone
mother's earrings with birthstones,expansion,110,HIGH,100,0.91,3.2,birthstone
5 stone birthstone ring,expansion,110,HIGH,100,0.71,2.37,birthstone
blue topaz heart necklace,expansion,110,HIGH,99,0.59,6.24,birthstone
grandmother rings 3 stones,expansion,110,HIGH,100,0.46,1.85,birthstone
birthstone fine jewelry,expansion,110,HIGH,100,1.07,4.48,birthstone
real gold birthstone necklace,expansion,110,HIGH,100,0.71,4.62,birthstone
blue topaz birthstone necklace,expansion,110,HIGH,100,0.79,4.22,birthstone
triple birthstone ring,expansion,110,HIGH,100,0.96,3.19,birthstone
gold initial necklace with birthstone,expansion,110,HIGH,100,0.68,2.74,birthstone
blue topaz necklace and earring set,expansion,110,HIGH,100,0.44,3.59,birthstone
birthstone studs,expansion,110,HIGH,100,0.5,2.4,birthstone
birthstone bands for mom,expansion,110,HIGH,100,0.66,2.3,birthstone
personalized name necklace with birthstone,expansion,110,HIGH,100,0.85,3.62,birthstone
gold mothers ring 2 stones,expansion,110,HIGH,99,0.27,2.07,birthstone
birthstone flower necklace,expansion,110,HIGH,100,1.03,3.7,birthstone
gemini birthstone ring,expansion,110,HIGH,100,0.37,2.0,birthstone
family birthstone pendant,expansion,110,HIGH,90,0.72,3.89,birthstone
grandmother ring 6 stones,expansion,110,HIGH,100,0.35,1.67,birthstone
two birthstone earrings,expansion,110,HIGH,100,0.68,4.29,birthstone
birthstone jewelry for wife,expansion,110,HIGH,92,2.4,17.97,birthstone
birthstone pendant gold,expansion,110,HIGH,100,1.26,3.47,birthstone
capricorn birthstone ring,expansion,110,HIGH,99,0.32,1.09,birthstone
tourmaline birthstone necklace,expansion,110,HIGH,84,0.49,2.1,birthstone
birthstone promise rings for her,expansion,110,HIGH,100,0.76,2.35,birthstone
etsy birthstone jewelry,expansion,110,HIGH,100,0.04,2.55,birthstone
jcpenney birthstone necklace,expansion,110,HIGH,100,0.41,1.52,birthstone
january birthstone necklace gold,expansion,110,HIGH,100,0.25,2.38,birthstone
birthstone flower ring,expansion,110,HIGH,98,0.45,2.05,birthstone
birthstone jewelry necklace,expansion,110,HIGH,100,1.07,5.56,birthstone
white gold stackable birthstone rings,expansion,110,HIGH,100,0.49,2.35,birthstone
birthstones necklace for her,expansion,110,HIGH,68,0.77,6.99,birthstone
january birthstone engagement rings,expansion,110,HIGH,100,0.81,3.13,birthstone
london blue topaz birthstone,expansion,110,HIGH,100,0.0,0.0,birthstone
mothers ring 3 stones gold,expansion,110,HIGH,100,0.56,2.56,birthstone
birthstone wedding ring sets,expansion,110,HIGH,100,0.68,2.78,birthstone
2 birthstone earrings,expansion,110,HIGH,100,0.68,4.29,birthstone
august birthstone wedding rings,expansion,110,HIGH,100,0.53,1.81,birthstone
teardrop birthstone necklace,expansion,110,HIGH,100,0.82,2.47,birthstone
march birthstone jewelry sets,expansion,110,HIGH,100,0.9,3.28,birthstone
sterling silver birthstone earrings,expansion,110,HIGH,100,0.46,1.58,birthstone
tiffany blue topaz,expansion,110,HIGH,84,0.7,7.86,birthstone
mens birthstone pendant,expansion,110,HIGH,100,0.49,2.05,birthstone
personalized birthstone rings with names,expansion,110,HIGH,100,0.83,2.49,birthstone
flower birthstone ring,expansion,110,HIGH,98,0.45,2.05,birthstone
october ring,expansion,110,HIGH,99,0.46,1.53,birthstone
sagittarius birthstone jewelry,expansion,110,HIGH,100,0.38,3.11,birthstone
may birthstone ring gold,expansion,110,HIGH,100,0.62,2.84,birthstone
blue topaz birthstone jewelry,expansion,110,HIGH,100,0.86,3.49,birthstone
birthstones for mom,expansion,110,HIGH,97,1.14,3.07,birthstone
mothers birthstone,expansion,110,HIGH,97,1.14,3.07,birthstone
pearl and blue topaz necklace,expansion,110,HIGH,100,0.65,2.21,birthstone
birthstone friendship bracelets,expansion,110,HIGH,100,0.97,2.97,birthstone
zales stackable birthstone rings,expansion,110,HIGH,95,0.6,1.81,birthstone
