keyword,scope,avg_monthly_searches,competition,competition_index,low_bid_usd,high_bid_usd,cluster
women's blue topaz necklace,expansion,90,HIGH,100,0.43,2.21,birthstone
personalized name and birthstone necklace,expansion,90,HIGH,100,1.25,2.65,birthstone
grandma ring with grandkids names,expansion,90,HIGH,100,0.46,1.7,birthstone
aries birthstone ring,expansion,90,HIGH,100,0.41,1.79,birthstone
birthstone jewelry for daughter,expansion,90,HIGH,100,0.64,3.5,birthstone
double birthstone jewelry,expansion,90,HIGH,100,1.01,4.09,birthstone
birthstone jewelry bracelets,expansion,90,HIGH,100,1.46,7.29,birthstone
pearl birthstone bracelet,expansion,90,HIGH,100,0.96,4.0,birthstone
pandora may birthstone ring,expansion,90,HIGH,97,0.32,0.78,birthstone
tanzanite birthstone necklace,expansion,90,HIGH,99,0.69,5.31,birthstone
14k birthstone ring,expansion,90,HIGH,100,0.82,5.72,birthstone
libra birthstone ring,expansion,90,HIGH,100,0.48,1.4,birthstone
grandma bracelet with grandkids birthstones,expansion,90,HIGH,100,0.7,2.43,birthstone
tourmaline birthstone ring,expansion,90,HIGH,100,1.01,3.14,birthstone
minimalist birthstone ring,expansion,90,HIGH,100,0.69,2.84,birthstone
bracelet with 2 birthstones,expansion,90,HIGH,100,1.04,4.35,birthstone
tiffany birthstone ring,expansion,90,HIGH,100,0.51,4.83,birthstone
unique birthstone jewelry,expansion,90,HIGH,100,0.77,2.29,birthstone
best birthstone necklace,expansion,90,HIGH,100,0.94,5.41,birthstone
leo birthstone bracelet,expansion,90,HIGH,98,0.85,3.03,birthstone
pandora april birthstone ring,expansion,90,HIGH,95,0.3,0.69,birthstone
tourmaline october birthstone ring,expansion,90,HIGH,100,0.38,1.38,birthstone
heart necklace with two birthstones,expansion,90,HIGH,100,0.96,2.59,birthstone
birthstone cluster ring,expansion,90,HIGH,100,0.95,2.7,birthstone
large blue topaz pendant,expansion,90,HIGH,100,0.42,1.98,birthstone
personalised name necklace with birthstone,expansion,90,HIGH,100,1.25,2.65,birthstone
birthstone necklace for granddaughter,expansion,90,HIGH,100,0.67,1.54,birthstone
heart necklace with name and birthstone,expansion,90,HIGH,100,0.78,3.65,birthstone
august ring,expansion,90,HIGH,100,0.55,3.09,birthstone
granddaughter birthstone necklace,expansion,90,HIGH,100,0.67,1.54,birthstone
family birthstone cross necklace,expansion,90,HIGH,82,0.9,2.21,birthstone
14 karat gold birthstone earrings,expansion,90,HIGH,100,0.29,1.58,birthstone
june and july birthstone ring,expansion,90,HIGH,100,0.64,2.51,birthstone
june birthstone jewelry for mom,expansion,90,HIGH,100,0.57,2.92,birthstone
blue topaz claddagh ring,expansion,90,HIGH,100,0.41,3.29,birthstone
alexandrite and pearl necklace,expansion,90,HIGH,100,0.84,3.55,birthstone
heart necklace with 2 birthstones,expansion,90,HIGH,100,0.96,2.59,birthstone
women's november birthstone ring,expansion,90,HIGH,100,0.32,2.57,birthstone
june birthstone necklace gold,expansion,90,HIGH,100,1.0,3.99,birthstone
birthstone ring 14k gold,expansion,90,HIGH,100,0.81,4.72,birthstone
january and august birthstone ring,expansion,90,HIGH,100,0.46,1.61,birthstone
yellow topaz earrings gold,expansion,90,HIGH,100,0.47,2.49,birthstone
personalized name necklace birthstone,expansion,90,HIGH,100,1.25,2.65,birthstone
kendra scott necklace march birthstone,expansion,90,HIGH,100,0.29,1.2,birthstone
sapphire and blue topaz necklace,expansion,90,LOW,25,0.93,2.62,birthstone
husband and wife birthstone ring,expansion,90,HIGH,100,0.36,2.27,birthstone
march and september birthstone ring,expansion,90,HIGH,100,0.87,3.66,birthstone
jcp birthstone jewelry,expansion,90,HIGH,80,0.48,1.48,birthstone
may and august birthstone ring,expansion,90,HIGH,100,0.43,1.76,birthstone
june and august birthstone ring,expansion,90,HIGH,100,0.43,1.54,birthstone
october opal birthstone necklace,expansion,90,HIGH,94,0.71,2.75,birthstone
virgo birthstone jewelry,expansion,90,HIGH,79,0.0,0.0,birthstone
birthstone bead necklace,expansion,90,HIGH,100,0.34,1.81,birthstone
january and december birthstone ring,expansion,90,HIGH,100,0.54,1.8,birthstone
claddagh ring blue topaz,expansion,90,HIGH,100,0.41,3.29,birthstone
november stone ring,expansion,90,HIGH,100,0.46,2.25,birthstone
april kendra scott necklace,expansion,90,HIGH,100,0.58,2.47,birthstone
may and october birthstone ring,expansion,90,HIGH,100,0.52,1.53,birthstone
march and july birthstone ring,expansion,90,HIGH,100,0.58,2.19,birthstone
birthstone necklace simple,expansion,90,HIGH,100,0.96,2.84,birthstone
july and november birthstone ring,expansion,90,HIGH,100,0.51,1.25,birthstone
november gemstone ring,expansion,90,HIGH,100,0.46,2.25,birthstone
january and october birthstone ring,expansion,90,HIGH,100,0.29,1.24,birthstone
mothers ring stones,expansion,90,HIGH,100,0.44,3.35,birthstone
january and march birthstone ring,expansion,90,HIGH,100,0.52,2.27,birthstone
october and december birthstone ring,expansion,90,HIGH,100,0.42,1.53,birthstone
swarovski earrings birthstone,expansion,90,HIGH,100,0.09,0.82,birthstone
october birthstone opal necklace,expansion,90,HIGH,94,0.71,2.75,birthstone
kendra scott april necklace,expansion,90,HIGH,100,0.58,2.47,birthstone
mens gold ring with birthstone,expansion,90,HIGH,100,0.38,1.67,birthstone
ebay squash blossom necklace,expansion,90,HIGH,99,0.16,0.78,birthstone
kendra scott birthstone necklace july,expansion,90,HIGH,100,0.59,3.33,birthstone
alexandrite pearl necklace,expansion,90,HIGH,100,0.84,3.55,birthstone
kendra scott july birthstone necklace,expansion,90,HIGH,100,0.59,3.33,birthstone
virgo stone necklace,expansion,90,HIGH,79,0.0,0.0,birthstone
december and september birthstone ring,expansion,90,HIGH,100,0.46,1.65,birthstone
may and november birthstone ring,expansion,90,HIGH,100,0.46,1.97,birthstone
antique yellow topaz necklace,expansion,90,HIGH,70,0.0,0.0,birthstone
april pandora birthstone ring,expansion,90,HIGH,95,0.3,0.69,birthstone
birthstone pendant november,expansion,90,HIGH,100,0.43,1.63,birthstone
kay jewelers march birthstone necklace,expansion,90,HIGH,79,0.0,0.0,birthstone
kendra scott birthstone pendant,expansion,90,LOW,2,0.0,0.0,birthstone
march and october birthstone ring,expansion,90,HIGH,91,0.51,1.54,birthstone
mothers necklace kay jewelers,expansion,90,HIGH,98,0.36,1.38,birthstone
november ring stone,expansion,90,HIGH,100,0.46,2.25,birthstone
personalised name birthstone necklace,expansion,90,HIGH,100,1.25,2.65,birthstone
playboy miss july necklace,expansion,90,HIGH,92,0.0,0.0,birthstone
sisters birthstone necklace,expansion,90,HIGH,100,0.97,3.14,birthstone
two birthstone ring gold,expansion,90,HIGH,100,0.94,3.06,birthstone
two heart birthstone necklace,expansion,90,HIGH,100,0.96,2.59,birthstone
virgo birthstone jewellery,expansion,90,HIGH,79,0.0,0.0,birthstone
yellow topaz and ruby ring,expansion,90,HIGH,100,1.33,4.82,birthstone
citrine wedding ring set,expansion,90,HIGH,100,0.76,2.51,warm_stones
yellow citrine earrings,expansion,90,HIGH,100,0.54,2.26,warm_stones
genuine citrine ring,expansion,90,HIGH,100,0.52,1.67,warm_stones
citron jewelry,expansion,90,HIGH,100,0.48,1.79,warm_stones
david yurman tiger eye necklace,expansion,90,HIGH,99,0.79,6.03,warm_stones
vintage citrine earrings,expansion,90,HIGH,80,0.34,1.09,warm_stones
vintage citrine jewelry,expansion,90,HIGH,100,0.12,0.87,warm_stones
peridot and citrine jewelry,expansion,90,HIGH,100,0.71,3.45,warm_stones
lemon citrine ring,expansion,90,HIGH,100,0.42,1.54,warm_stones
emerald cut citrine earrings,expansion,90,HIGH,82,0.0,0.0,warm_stones
black tiger eye bracelet,expansion,90,HIGH,100,0.23,1.1,warm_stones
citrine bezel ring,expansion,90,HIGH,100,0.36,1.27,warm_stones
5 carat citrine ring,expansion,90,HIGH,100,0.0,0.0,warm_stones
citrine emerald cut earrings,expansion,90,HIGH,100,0.0,0.0,warm_stones
tiger eye pinky ring,expansion,90,HIGH,100,0.15,0.74,warm_stones
citrine teardrop pendant,expansion,90,HIGH,100,0.78,2.08,warm_stones
carnelian crystal pendant,expansion,90,HIGH,100,0.41,1.15,warm_stones
red carnelian ring,expansion,90,HIGH,94,0.38,1.79,warm_stones
kendra scott tiger eye necklace,expansion,90,HIGH,78,0.0,0.0,warm_stones
carnelian cameo ring,expansion,90,MEDIUM,66,0.0,0.0,warm_stones
carnelian stone pendant,expansion,90,HIGH,100,0.47,1.65,warm_stones
carved carnelian ring,expansion,90,HIGH,100,0.0,0.0,warm_stones
citrine quartz bracelet,expansion,90,HIGH,98,0.37,2.11,warm_stones
citrine wire wrapped necklace,expansion,90,LOW,27,0.0,0.0,warm_stones
eye bead bracelet,expansion,90,HIGH,100,0.25,1.08,warm_stones
garnet citrine necklace,expansion,90,HIGH,100,0.64,2.39,warm_stones
kendra scott tiger eye earrings,expansion,90,HIGH,91,0.0,0.0,warm_stones
orange carnelian bracelet,expansion,90,HIGH,73,0.0,0.0,warm_stones
pandora carnelian ring,expansion,90,LOW,13,0.0,0.0,warm_stones
red tiger eye pendant,expansion,90,HIGH,85,0.22,1.12,warm_stones
teardrop citrine pendant,expansion,90,HIGH,100,0.78,2.08,warm_stones
victorian carnelian ring,expansion,90,MEDIUM,43,0.0,0.0,warm_stones
baltic amber bracelet for adults,amber_core,70,HIGH,100,0.4,1.19,amber_general
amber crystal bracelet,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber bee earrings,amber_core,70,HIGH,100,0.23,1.18,amber_general
gold amber necklace,amber_core,70,HIGH,73,0.0,0.0,amber_general
amber stone engagement ring,amber_core,70,HIGH,100,0.34,3.38,amber_general
mens amber jewelry,amber_core,70,HIGH,100,0.27,1.66,amber_general
amber choker necklace,amber_core,70,HIGH,100,0.23,1.09,amber_general
amber sceats bracelet,amber_core,70,HIGH,92,0.0,0.0,amber_general
amber teardrop earrings,amber_core,70,HIGH,100,0.23,1.13,amber_general
silver and amber jewellery,amber_core,70,MEDIUM,56,0.0,0.0,amber_general
amber gemstone ring,amber_core,70,HIGH,100,0.31,1.39,amber_general
baltic amber bead necklace,amber_core,70,HIGH,100,0.32,2.89,amber_general
amber bangle bracelet,amber_core,70,HIGH,100,0.23,0.78,amber_general
blue amber necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber jewelry necklace,amber_core,70,HIGH,86,0.0,0.0,amber_general
amber bee ring,amber_core,70,HIGH,99,0.0,0.0,amber_general
amber gold bracelet,amber_core,70,HIGH,69,0.0,0.0,amber_general
amber fossil jewelry,amber_core,70,HIGH,90,0.0,0.0,amber_general
large amber bead necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber baltic sea jewelry,amber_core,70,HIGH,98,0.34,1.12,amber_general
amber bee earring,amber_core,70,HIGH,100,0.23,1.18,amber_general
amber crystal ring,amber_core,70,MEDIUM,45,0.0,0.0,amber_general
amber dragonfly necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber gem ring,amber_core,70,HIGH,100,0.31,1.39,amber_general
amber jade jewelry,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber jewelry for pain relief,amber_core,70,HIGH,99,0.0,0.0,amber_general
amber jewelry store,amber_core,70,LOW,12,0.0,0.0,amber_general
amber pins,amber_core,70,MEDIUM,42,0.0,0.0,amber_general
amber resin necklace,amber_core,70,HIGH,100,0.14,0.56,amber_general
amber sami jewellery,amber_core,70,LOW,13,0.0,0.0,amber_general
amber silver jewellery,amber_core,70,MEDIUM,56,0.0,0.0,amber_general
amber sky earrings,amber_core,70,LOW,32,0.0,0.0,amber_general
antique amber bead necklace,amber_core,70,HIGH,71,0.0,0.0,amber_general
antique butterscotch amber necklace,amber_core,70,HIGH,95,0.0,0.0,amber_general
baltic sea amber jewelry,amber_core,70,HIGH,98,0.34,1.12,amber_general
bee earring amber,amber_core,70,HIGH,100,0.23,1.18,amber_general
bee earrings amber,amber_core,70,HIGH,100,0.23,1.18,amber_general
blue amber pendant,amber_core,70,HIGH,100,0.12,1.03,amber_general
butterscotch amber jewelry,amber_core,70,HIGH,100,0.1,0.44,amber_general
cherry red amber jewelry,amber_core,70,HIGH,95,0.0,0.0,amber_general
dragonfly in amber necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
faturan beads,amber_core,70,HIGH,99,0.0,0.0,amber_general
heart shaped amber ring,amber_core,70,MEDIUM,49,0.0,0.0,amber_general
multicolor amber bracelet,amber_core,70,HIGH,90,0.0,0.0,amber_general
oval amber pendant,amber_core,70,MEDIUM,52,0.0,0.0,amber_general
raw amber pendant,amber_core,70,HIGH,69,0.0,0.0,amber_general
raw amber ring,amber_core,70,MEDIUM,35,0.0,0.0,amber_general
red amber bracelet,amber_core,70,HIGH,81,0.0,0.0,amber_general
vintage butterscotch amber necklace,amber_core,70,HIGH,95,0.0,0.0,amber_general
raw amber beads,amber_core,70,HIGH,100,0.0,0.0,amber_types
real amber for sale,amber_core,70,HIGH,92,0.08,0.47,amber_types
amber pyramid,amber_core,70,LOW,20,0.0,0.0,amber_types
amber ring price,amber_core,70,HIGH,69,0.0,0.0,amber_types
big amber,amber_core,70,LOW,1,0.0,0.0,amber_types
faceted amber beads,amber_core,70,HIGH,96,0.0,0.0,amber_types
raw unpolished amber,amber_core,70,LOW,17,0.0,0.0,amber_types
synthetic amber,amber_core,70,MEDIUM,34,0.0,0.0,amber_types
blue baltic amber,amber_core,70,HIGH,99,0.31,1.09,amber_colors
natural green amber,amber_core,70,HIGH,97,0.0,0.0,amber_colors
real blue amber,amber_core,70,HIGH,98,0.0,0.0,amber_colors
amber and silver jewelry,amber_core,70,MEDIUM,56,0.0,0.0,silver_amber
silver amber jewellery,amber_core,70,MEDIUM,56,0.0,0.0,silver_amber
gemstone engagement ring sets,expansion,70,HIGH,100,0.59,2.3,gemstone
pear shaped morganite engagement ring,expansion,70,HIGH,100,1.01,5.3,gemstone
genuine emerald jewelry,expansion,70,HIGH,100,0.63,4.72,gemstone
emerald birthstone earrings,expansion,70,HIGH,100,0.92,4.23,gemstone
real blue sapphire ring,expansion,70,HIGH,100,0.75,3.12,gemstone
natural blue sapphire earrings,expansion,70,HIGH,100,1.31,4.27,gemstone
synthetic emerald ring,expansion,70,HIGH,100,0.78,2.58,gemstone
emerald stone earrings,expansion,70,HIGH,100,0.93,5.5,gemstone
natural sapphire pendant,expansion,70,HIGH,100,0.88,3.44,gemstone
opal mothers ring,expansion,70,HIGH,100,0.67,3.4,gemstone
opal stone earrings,expansion,70,HIGH,100,0.64,3.17,gemstone
pear cut sapphire ring,expansion,70,HIGH,96,1.12,2.33,gemstone
pink sapphire solitaire ring,expansion,70,HIGH,100,0.94,3.94,gemstone
4 carat aquamarine ring,expansion,70,HIGH,100,0.81,3.93,gemstone
white emerald ring,expansion,70,HIGH,100,0.79,2.33,gemstone
aquarius birthstone necklace,expansion,70,HIGH,97,0.4,2.44,gemstone
topaz stone necklace,expansion,70,HIGH,100,0.48,3.05,gemstone
sapphire pear ring,expansion,70,HIGH,100,1.32,5.0,gemstone
design your own gemstone engagement ring,expansion,70,HIGH,85,0.73,2.46,gemstone
1.5 carat emerald ring,expansion,70,HIGH,100,1.1,4.08,gemstone
2 carat tanzanite ring,expansion,70,HIGH,100,0.63,2.88,gemstone
blue stone drop earrings,expansion,70,HIGH,100,0.43,2.94,gemstone
neelam ring,expansion,70,HIGH,100,0.0,0.0,gemstone
pink topaz engagement ring,expansion,70,HIGH,100,0.65,2.45,gemstone
natural ruby jewelry set,expansion,70,HIGH,100,0.37,2.38,gemstone
black tourmaline engagement ring,expansion,70,HIGH,100,0.87,2.18,gemstone
cushion sapphire ring,expansion,70,HIGH,100,0.0,0.0,gemstone
18k emerald ring,expansion,70,HIGH,100,0.97,4.11,gemstone
diamond ring with aquamarine accents,expansion,70,HIGH,98,1.48,3.62,gemstone
chakra crystal necklace,expansion,70,HIGH,100,0.44,1.2,gemstone
one stone ring,expansion,70,HIGH,100,0.67,1.97,gemstone
green stone drop earrings,expansion,70,HIGH,100,0.44,1.13,gemstone
emerald green wedding ring set,expansion,70,HIGH,100,0.91,2.22,gemstone
malachite crystal bracelet,expansion,70,HIGH,100,0.37,2.0,gemstone
citrine crystal pendant,expansion,70,HIGH,100,0.61,2.18,gemstone
london blue sapphire ring,expansion,70,HIGH,100,0.73,2.67,gemstone
14k white gold opal ring,expansion,70,HIGH,100,0.5,1.58,gemstone
volcanic stone bracelet,expansion,70,HIGH,100,0.11,0.61,gemstone
natural gemstone necklace,expansion,70,HIGH,100,0.57,2.48,gemstone
dark green sapphire ring,expansion,70,HIGH,100,0.91,5.17,gemstone
radiant cut sapphire ring,expansion,70,HIGH,100,1.24,3.45,gemstone
peridot crystal necklace,expansion,70,HIGH,99,0.41,1.13,gemstone
real emerald gold ring,expansion,70,HIGH,100,0.79,3.63,gemstone
wholesale natural stone jewelry,expansion,70,HIGH,100,1.12,5.59,gemstone
yellow quartz ring,expansion,70,HIGH,100,0.53,3.14,gemstone
purple topaz ring,expansion,70,HIGH,100,0.49,2.42,gemstone
triple stone ring,expansion,70,HIGH,100,1.18,5.6,gemstone
moonstone crystal ring,expansion,70,HIGH,100,0.7,1.85,gemstone
black stone pendant necklace,expansion,70,HIGH,100,0.46,1.08,gemstone
18k sapphire ring,expansion,70,HIGH,98,0.66,2.59,gemstone
7 chakra crystal bracelet,expansion,70,HIGH,100,0.44,2.1,gemstone
solitaire stone ring,expansion,70,HIGH,91,0.97,3.53,gemstone
natural stone pendant necklace,expansion,70,HIGH,100,0.2,0.58,gemstone
dumortierite bracelet,expansion,70,HIGH,100,0.43,1.06,gemstone
natural citrine necklace,expansion,70,HIGH,100,0.51,1.79,gemstone
aventurine crystal bracelet,expansion,70,HIGH,100,0.62,2.27,gemstone
mens healing crystal bracelet,expansion,70,HIGH,100,0.34,1.72,gemstone
rainbow fluorite necklace,expansion,70,HIGH,100,0.19,1.15,gemstone
silver ring with sapphire stone,expansion,70,HIGH,100,0.72,3.15,gemstone
natural gemstone stud earrings,expansion,70,HIGH,100,0.51,1.42,gemstone
raw garnet ring,expansion,70,HIGH,100,0.44,1.27,gemstone
danburite ring,expansion,70,HIGH,100,0.36,2.7,gemstone
zircon stone ring,expansion,70,HIGH,100,0.35,1.15,gemstone
red coral stone ring,expansion,70,HIGH,100,0.24,0.77,gemstone
natural stone drop earrings,expansion,70,HIGH,100,0.3,1.14,gemstone
emerald crystal ring,expansion,70,HIGH,83,0.0,0.0,gemstone
seraphinite necklace,expansion,70,HIGH,100,0.26,0.89,gemstone
round stone ring,expansion,70,HIGH,100,0.0,0.0,gemstone
bloodstone crystal bracelet,expansion,70,HIGH,80,0.3,2.9,gemstone
natural moonstone bracelet,expansion,70,HIGH,99,0.26,1.21,gemstone
red coral gold ring,expansion,70,HIGH,99,0.33,1.78,gemstone
zultanite stone ring,expansion,70,HIGH,100,0.26,1.09,gemstone
mens marble bracelet,expansion,70,HIGH,100,0.32,2.66,gemstone
white gemstone ring,expansion,70,HIGH,98,0.0,0.0,gemstone
protection crystal jewelry,expansion,70,HIGH,94,0.53,1.38,gemstone
raw ruby pendant,expansion,70,HIGH,100,0.46,2.36,gemstone
lapis lazuli stone ring,expansion,70,HIGH,100,0.29,1.41,gemstone
amazonite beads for jewelry making,expansion,70,HIGH,100,0.24,0.47,gemstone
star stone ring,expansion,70,HIGH,96,0.38,1.62,gemstone
men's natural stone necklace,expansion,70,HIGH,100,0.47,1.3,gemstone
black obsidian buddha necklace,expansion,70,HIGH,100,0.0,0.0,gemstone
blue marble bracelet,expansion,70,HIGH,88,0.0,0.0,gemstone
druzy drop earrings,expansion,70,HIGH,97,0.0,0.0,gemstone
blood stone bracelet,expansion,70,HIGH,100,0.27,0.94,gemstone
raw turquoise jewelry,expansion,70,HIGH,100,0.44,1.32,gemstone
quartz stone ring,expansion,70,HIGH,100,0.0,0.0,gemstone
raw quartz necklace,expansion,70,HIGH,96,0.0,0.0,gemstone
natural alexandrite stone ring,expansion,70,HIGH,100,0.53,1.42,gemstone
tektite pendant,expansion,70,HIGH,100,0.0,0.0,gemstone
stone beads jewellery,expansion,70,HIGH,100,0.28,1.79,gemstone
ring with one stone,expansion,70,HIGH,100,0.67,1.97,gemstone
natural topaz jewelry,expansion,70,HIGH,75,0.0,0.0,gemstone
tektite necklace,expansion,70,MEDIUM,49,0.0,0.0,gemstone
aquamarine raw stone necklace,expansion,70,HIGH,100,0.0,0.0,gemstone
beaded stone jewelry,expansion,70,HIGH,100,0.28,1.79,gemstone
black pearl necklace natural,expansion,70,HIGH,100,0.89,3.0,gemstone
blue druzy pendant,expansion,70,MEDIUM,48,0.0,0.0,gemstone
clear quartz bead bracelet,expansion,70,HIGH,100,0.06,1.3,gemstone
copper ring with stone,expansion,70,HIGH,100,0.26,1.29,gemstone
druzy agate bracelet,expansion,70,HIGH,68,0.0,0.0,gemstone
druzy agate necklace,expansion,70,HIGH,90,0.32,1.5,gemstone
druzy quartz bracelet,expansion,70,HIGH,84,0.0,0.0,gemstone
gems & jewellery,expansion,70,MEDIUM,58,0.0,0.0,gemstone
marble bracelet men,expansion,70,HIGH,100,0.32,2.66,gemstone
maw sit sit bracelet,expansion,70,HIGH,67,0.0,0.0,gemstone
natural gem necklace,expansion,70,HIGH,100,0.57,2.48,gemstone
natural hematite bracelet,expansion,70,HIGH,100,0.49,1.77,gemstone
natural red coral necklace,expansion,70,HIGH,100,0.25,0.95,gemstone
pilot mountain turquoise jewelry,expansion,70,HIGH,100,0.0,0.0,gemstone
raw obsidian necklace,expansion,70,HIGH,100,0.53,1.06,gemstone
raw quartz earrings,expansion,70,HIGH,86,0.0,0.0,gemstone
silver ring white stone,expansion,70,HIGH,100,0.0,0.0,gemstone
white druzy earrings,expansion,70,HIGH,83,0.0,0.0,gemstone
white druzy necklace,expansion,70,HIGH,93,0.0,0.0,gemstone
5 birthstone bracelet,expansion,70,HIGH,100,1.13,4.51,birthstone
mothers birthstone ring 3 stones,expansion,70,HIGH,100,0.49,3.7,birthstone
6 birthstone bracelet,expansion,70,HIGH,100,0.73,3.66,birthstone
6 birthstone ring,expansion,70,HIGH,100,0.55,3.34,birthstone
family stone necklace,expansion,70,HIGH,100,0.87,3.39,birthstone
6 stone birthstone ring,expansion,70,HIGH,100,0.85,3.51,birthstone
gemini birthstone necklace,expansion,70,HIGH,100,0.87,2.39,birthstone
kay jewelers birthstone earrings,expansion,70,HIGH,100,0.31,1.05,birthstone
jared birthstone bracelet,expansion,70,HIGH,100,0.57,2.11,birthstone
zales birthstone necklace for mom,expansion,70,LOW,5,0.0,0.0,birthstone
pisces birthstone necklace,expansion,70,HIGH,100,0.7,3.0,birthstone
initial bracelet with birthstone,expansion,70,HIGH,100,1.13,3.76,birthstone
gold birthstone bracelet for mom,expansion,70,HIGH,100,0.89,3.62,birthstone
virgo birthstone necklace,expansion,70,HIGH,100,0.39,1.4,birthstone
mimi necklace with birthstones,expansion,70,HIGH,100,0.4,7.39,birthstone
custom birthstone earrings,expansion,70,HIGH,100,1.19,5.42,birthstone
birth stones bracelet,expansion,70,HIGH,100,0.98,2.86,birthstone
birthstone necklace and earring set,expansion,70,HIGH,100,0.39,1.53,birthstone
engagement ring with birthstone accents,expansion,70,HIGH,100,0.6,5.47,birthstone
birthstone necklace for mom that can be added to,expansion,70,HIGH,100,1.2,5.06,birthstone
birthstone huggie earrings,expansion,70,HIGH,100,0.54,1.47,birthstone
design your own birthstone ring,expansion,70,HIGH,100,0.97,2.85,birthstone
libra birthstone necklace,expansion,70,HIGH,100,0.57,3.14,birthstone
mothers ring 5 stones with names,expansion,70,HIGH,100,0.63,2.92,birthstone
family ring 3 stones,expansion,70,HIGH,100,0.48,3.69,birthstone
birth jewelry,expansion,70,HIGH,100,1.26,4.53,birthstone
august birthstone pendant,expansion,70,HIGH,100,0.5,2.23,birthstone
birthstone necklace 14k gold,expansion,70,HIGH,100,1.23,7.63,birthstone
tiffany birthstone bracelet,expansion,70,HIGH,100,0.83,5.52,birthstone
family birthstone earrings,expansion,70,HIGH,100,0.61,2.68,birthstone
november necklace,expansion,70,HIGH,100,0.38,0.99,birthstone
zales birthstone earrings,expansion,70,HIGH,100,0.3,1.41,birthstone
grandchildren birthstone ring,expansion,70,HIGH,100,0.54,2.07,birthstone
june birthstone stackable ring,expansion,70,HIGH,100,0.65,2.34,birthstone
single stone mothers ring,expansion,70,HIGH,100,0.0,0.0,birthstone
opal birthstone earrings,expansion,70,HIGH,100,0.29,1.31,birthstone
jared birthstone necklace for mom,expansion,70,HIGH,100,0.61,2.25,birthstone
august necklace,expansion,70,HIGH,100,0.83,1.84,birthstone
minnie mouse birthstone earrings,expansion,70,HIGH,98,0.29,1.08,birthstone
sapphire birthstone earrings,expansion,70,HIGH,99,0.49,2.85,birthstone
december birthstone stackable ring,expansion,70,HIGH,100,0.33,1.3,birthstone
mothers family birthstone ring,expansion,70,HIGH,100,0.9,9.69,birthstone
push present birthstone ring,expansion,70,HIGH,100,0.92,3.95,birthstone
june necklace,expansion,70,HIGH,99,0.81,2.43,birthstone
grandmother ring 2 stones,expansion,70,HIGH,100,0.31,3.38,birthstone
blue topaz anklet,expansion,70,HIGH,97,0.27,1.76,birthstone
june birthstone pendant,expansion,70,HIGH,100,0.66,3.11,birthstone
raw birthstone necklace,expansion,70,HIGH,100,0.72,1.61,birthstone
grandmother ring 8 stones,expansion,70,HIGH,100,0.37,1.86,birthstone
birthstone pendant necklace for mom,expansion,70,HIGH,90,1.04,4.64,birthstone
circle birthstone necklace,expansion,70,HIGH,100,0.66,3.04,birthstone
unique birthstone necklace,expansion,70,HIGH,100,0.56,1.75,birthstone
october birthstone pendant,expansion,70,HIGH,100,0.58,2.65,birthstone
orange topaz necklace,expansion,70,HIGH,100,0.96,2.06,birthstone
moon birthstone necklace,expansion,70,HIGH,100,0.8,2.98,birthstone
women's birthstone necklace for mom,expansion,70,HIGH,100,1.47,6.95,birthstone
october birthstone necklace gold,expansion,70,HIGH,100,0.69,2.43,birthstone
raw birthstone ring,expansion,70,HIGH,100,0.47,2.5,birthstone
birthstone drop earrings,expansion,70,HIGH,100,0.57,2.2,birthstone
august birthstone jewelry set,expansion,70,HIGH,93,0.2,1.72,birthstone
december birthstone promise ring,expansion,70,HIGH,100,0.48,1.79,birthstone
february birthstone ring gold,expansion,70,HIGH,100,0.91,2.59,birthstone
mothers ring with names and birthstones,expansion,70,MEDIUM,63,0.53,1.64,birthstone
best birthstone necklace for mom,expansion,70,HIGH,100,0.99,12.19,birthstone
dual birthstone jewelry,expansion,70,HIGH,100,1.3,5.37,birthstone
birthstone necklace 6 stones,expansion,70,HIGH,100,1.03,4.92,birthstone
real birthstone jewelry,expansion,70,HIGH,100,0.86,4.41,birthstone
women's mothers ring 2 stones,expansion,70,HIGH,100,0.2,2.25,birthstone
peridot birthstone earrings,expansion,70,HIGH,100,0.4,1.4,birthstone
blue topaz pendant 14k gold,expansion,70,HIGH,100,0.97,3.61,birthstone
taurus birthstone ring,expansion,70,HIGH,98,0.0,0.0,birthstone
blue sapphire birthstone ring,expansion,70,HIGH,100,0.32,3.75,birthstone
blue topaz huggie earrings,expansion,70,HIGH,100,0.71,2.22,birthstone
august birthstone ring gold,expansion,70,HIGH,100,0.56,1.83,birthstone
daughter birthstone ring,expansion,70,HIGH,100,0.53,2.81,birthstone
september birthstone necklace gold,expansion,70,HIGH,100,0.8,2.69,birthstone
september ring,expansion,70,HIGH,100,0.47,1.72,birthstone
birthstone necklace that can be added to,expansion,70,HIGH,100,0.82,5.53,birthstone
blue birthstone ring,expansion,70,HIGH,100,0.43,1.85,birthstone
june earrings,expansion,70,HIGH,100,0.91,4.0,birthstone
june birthstone stud earrings,expansion,70,HIGH,100,0.59,1.68,birthstone
